id,customer_id,store_id,employee_id,order_channel,status,subtotal,discount_amount,total_amount,order_date
127,8,1,7,online,completed,63.75,0.0,63.75,2025-02-07 20:55:00
128,8,1,8,online,completed,89.08,0.0,89.08,2025-04-08 11:47:16
129,8,1,7,online,completed,305.88,0.0,305.88,2025-04-23 10:18:05
130,8,2,9,app,completed,368.53,0.0,368.53,2025-01-02 13:57:42
131,8,1,7,in_store,completed,537.56,0.0,537.56,2025-10-26 15:48:31
132,8,1,2,in_store,completed,134.16,0.0,134.16,2025-09-04 16:44:58
133,8,1,7,in_store,completed,381.44,0.0,381.44,2025-08-06 16:24:44
134,8,1,7,in_store,completed,354.09,0.0,354.09,2025-05-01 14:00:36
135,8,1,7,online,completed,466.8,16.41,450.39,2025-07-20 09:17:30
136,8,1,2,in_store,completed,582.77,0.0,582.77,2025-04-24 16:42:03
137,8,1,8,online,completed,762.19,0.0,762.19,2026-02-15 16:52:04
138,8,5,6,app,completed,475.7,0.0,475.7,2025-07-22 20:18:36
139,8,1,8,in_store,completed,82.98,0.0,82.98,2026-03-09 15:51:00
140,8,1,8,in_store,completed,429.11,0.0,429.11,2025-06-04 15:17:02
141,8,1,7,online,completed,152.1,0.0,152.1,2026-02-23 17:41:13
142,8,1,2,in_store,completed,236.77,0.0,236.77,2026-01-11 13:59:53
143,8,1,7,online,completed,349.81,0.0,349.81,2025-09-20 16:13:27
144,8,1,7,in_store,completed,212.08,0.0,212.08,2025-02-17 17:13:42
145,8,1,8,online,completed,18.62,0.0,18.62,2025-07-10 18:17:24
146,8,1,7,in_store,completed,81.88,0.0,81.88,2025-04-29 11:51:10
147,8,1,2,in_store,completed,132.19,0.0,132.19,2025-02-12 16:05:22
148,8,5,6,online,completed,173.1,0.0,173.1,2026-01-06 15:14:05
149,8,1,7,in_store,completed,609.76,0.0,609.76,2026-03-04 11:58:46
150,9,2,3,in_store,completed,406.23,0.0,406.23,2025-09-21 09:56:11
151,9,2,3,in_store,completed,151.35,0.0,151.35,2025-01-07 15:57:22
152,9,2,3,app,completed,819.49,0.0,819.49,2026-02-16 14:00:58
153,9,2,3,in_store,completed,299.03,0.0,299.03,2026-04-01 18:59:35
154,9,2,9,in_store,completed,127.64,0.0,127.64,2025-11-06 20:29:27
155,9,2,3,in_store,completed,716.54,0.0,716.54,2025-06-12 16:08:32
156,9,2,3,in_store,completed,169.23,0.0,169.23,2025-11-16 17:28:47
157,9,2,3,phone,completed,809.37,0.0,809.37,2025-11-18 13:08:15
158,9,2,3,in_store,completed,61.04,0.0,61.04,2025-12-04 11:00:38
159,9,2,9,online,completed,208.76,0.0,208.76,2025-03-06 12:17:52
160,9,2,3,online,completed,225.46,0.0,225.46,2026-02-16 08:41:34
161,9,2,9,in_store,completed,217.32,0.0,217.32,2025-08-14 16:18:26
162,9,2,9,in_store,completed,57.95,0.0,57.95,2025-08-31 19:50:08
163,9,2,9,online,completed,405.38,0.0,405.38,2025-03-15 14:39:14
164,9,2,9,online,completed,271.02,0.0,271.02,2025-12-10 11:59:56
165,9,2,9,in_store,completed,300.47,0.0,300.47,2025-01-06 15:15:32
166,9,2,3,online,completed,725.98,0.0,725.98,2025-01-07 13:28:18
167,9,2,9,app,completed,236.14,0.0,236.14,2025-10-20 18:29:25
168,9,2,3,online,completed,99.32,0.0,99.32,2025-12-28 09:01:34
169,10,2,9,in_store,completed,510.03,0.0,510.03,2025-06-10 20:31:32
170,10,5,6,app,completed,789.28,0.0,789.28,2026-01-05 09:47:41
171,10,2,9,online,completed,380.33,0.0,380.33,2025-05-22 14:15:15
172,10,2,3,online,completed,540.67,0.0,540.67,2025-10-18 18:33:38
173,10,2,9,in_store,completed,631.03,0.0,631.03,2026-02-08 09:40:26
174,10,2,9,in_store,completed,444.15,0.0,444.15,2025-04-02 15:49:56
175,10,2,9,in_store,completed,630.64,20.67,609.97,2025-07-01 15:45:09
176,10,2,3,app,completed,180.46,0.0,180.46,2025-12-16 13:24:08
177,10,2,3,app,completed,952.15,0.0,952.15,2025-01-17 09:16:27
178,10,2,3,in_store,completed,355.6,0.0,355.6,2025-11-19 19:39:30
179,10,2,3,in_store,completed,865.04,26.73,838.31,2026-04-13 20:55:41
180,10,2,9,online,completed,417.08,0.0,417.08,2025-08-31 16:54:24
181,10,2,9,in_store,completed,85.32,0.0,85.32,2026-02-01 11:58:54
182,10,2,3,online,completed,98.74,0.0,98.74,2025-11-02 13:43:28
183,10,3,10,app,completed,28.44,0.0,28.44,2025-08-23 11:02:07
184,10,2,3,online,completed,383.25,0.0,383.25,2025-04-05 14:00:07
185,10,2,3,online,completed,649.81,0.0,649.81,2025-12-18 15:28:58
186,10,2,9,online,completed,731.64,0.0,731.64,2025-05-25 12:26:08
187,10,2,9,in_store,completed,353.91,0.0,353.91,2026-01-29 11:18:56
188,10,2,3,in_store,completed,467.0,0.0,467.0,2025-04-19 15:19:16
189,10,1,7,app,completed,294.75,0.0,294.75,2025-05-14 10:23:05
190,10,3,10,online,completed,61.9,0.0,61.9,2025-12-18 11:57:18
191,,2,9,in_store,completed,776.54,0.0,776.54,2025-08-21 16:11:36
192,11,2,9,online,completed,61.96,0.0,61.96,2025-08-31 17:18:25
193,11,2,3,in_store,completed,327.85,0.0,327.85,2025-12-12 14:39:47
194,11,2,9,in_store,completed,977.51,0.0,977.51,2025-01-21 09:34:36
195,11,2,3,in_store,completed,856.01,0.0,856.01,2025-05-31 20:11:24
196,11,2,3,app,completed,304.04,0.0,304.04,2025-02-13 16:43:38
197,11,2,9,app,completed,136.94,0.0,136.94,2026-02-27 13:33:58
198,11,2,3,online,completed,352.38,0.0,352.38,2026-01-06 20:05:24
199,11,2,9,app,completed,116.91,0.0,116.91,2026-01-16 13:13:09
200,11,2,3,online,completed,564.36,0.0,564.36,2025-10-04 16:08:24
201,11,4,5,online,completed,576.54,0.0,576.54,2025-05-21 13:03:50
202,11,2,3,online,completed,171.26,0.0,171.26,2025-01-10 10:01:13
203,11,2,9,online,completed,749.53,0.0,749.53,2025-02-02 14:20:56
204,11,2,9,app,completed,168.5,0.0,168.5,2025-08-25 13:45:35
205,11,2,3,in_store,completed,669.01,0.0,669.01,2026-03-13 13:49:36
206,11,2,3,in_store,completed,178.62,0.0,178.62,2025-12-12 09:33:19
207,11,5,6,in_store,completed,280.25,0.0,280.25,2026-01-16 10:19:55
208,11,2,9,online,completed,502.63,0.0,502.63,2026-03-19 19:45:02
209,11,2,9,online,completed,402.33,0.0,402.33,2025-11-21 15:23:17
210,11,2,9,in_store,completed,680.88,0.0,680.88,2026-03-01 15:10:25
211,12,3,4,online,completed,112.68,0.0,112.68,2025-01-15 15:03:28
212,12,3,4,online,completed,348.81,9.2,339.61,2025-10-19 14:44:28
213,12,2,3,app,completed,320.33,0.0,320.33,2025-08-30 16:50:08
214,12,3,4,in_store,completed,106.82,0.0,106.82,2025-11-05 19:03:13
215,12,3,10,in_store,completed,329.04,32.91,296.13,2026-04-11 09:33:05
216,12,3,10,in_store,completed,732.54,0.0,732.54,2026-03-20 19:44:34
217,12,3,10,online,completed,1203.11,0.0,1203.11,2026-02-28 10:20:21
218,12,3,4,online,completed,689.4,0.0,689.4,2025-05-15 11:47:33
219,,3,4,in_store,completed,210.23,0.0,210.23,2025-09-05 13:28:35
220,12,3,10,online,completed,321.01,0.0,321.01,2026-02-08 13:21:42
221,12,3,10,online,completed,239.59,0.0,239.59,2025-07-05 19:16:32
222,12,3,4,online,completed,444.03,0.0,444.03,2026-02-17 12:41:38
223,12,3,10,in_store,completed,337.56,0.0,337.56,2025-05-13 16:40:35
224,12,3,10,in_store,completed,434.11,0.0,434.11,2025-09-26 13:35:39
225,12,1,7,in_store,completed,668.14,0.0,668.14,2025-11-29 19:27:36
226,12,5,6,app,completed,128.55,0.0,128.55,2025-02-04 17:27:18
227,12,3,4,online,completed,125.42,0.0,125.42,2026-02-13 13:16:14
228,12,3,4,online,completed,149.58,0.0,149.58,2026-01-16 12:16:47
229,13,2,3,in_store,completed,247.11,0.0,247.11,2025-08-26 16:18:20
230,13,2,9,in_store,completed,499.44,0.0,499.44,2025-10-29 18:44:32
231,13,2,9,online,completed,124.4,0.0,124.4,2025-11-22 18:06:11
232,13,2,9,phone,completed,278.84,0.0,278.84,2025-04-01 19:13:25
233,13,2,3,app,completed,387.8,0.0,387.8,2025-11-17 15:14:31
234,13,2,3,in_store,completed,288.81,0.0,288.81,2026-03-18 17:44:37
235,13,2,9,in_store,completed,89.98,0.0,89.98,2025-09-29 12:24:31
236,13,2,3,app,completed,341.89,0.0,341.89,2025-03-29 13:00:21
237,13,3,10,online,completed,344.25,0.0,344.25,2025-07-09 15:25:57
238,13,4,5,app,completed,296.26,0.0,296.26,2025-01-29 11:54:30
239,13,2,9,in_store,completed,120.9,0.0,120.9,2025-05-12 15:38:48
240,13,2,3,app,completed,651.41,0.0,651.41,2026-01-14 20:08:44
241,13,2,9,app,completed,927.09,0.0,927.09,2025-01-24 13:13:33
242,13,2,3,in_store,completed,193.56,0.0,193.56,2025-05-26 15:28:53
243,13,2,3,in_store,completed,112.68,0.0,112.68,2025-03-19 14:48:07
244,13,2,9,in_store,completed,27.56,0.0,27.56,2025-12-05 20:52:55
245,13,2,9,in_store,completed,201.29,0.0,201.29,2026-03-13 16:21:51
246,13,2,9,online,completed,379.98,0.0,379.98,2025-12-13 15:35:30
247,13,2,3,online,completed,501.76,0.0,501.76,2025-01-25 17:06:44
248,13,2,3,online,completed,41.49,0.0,41.49,2025-06-20 17:14:31
249,13,1,8,online,completed,316.84,0.0,316.84,2025-10-21 16:39:16
250,13,2,3,in_store,completed,494.79,0.0,494.79,2025-11-30 13:05:47
251,13,2,3,in_store,completed,391.92,0.0,391.92,2025-07-19 14:45:14
252,13,2,9,in_store,completed,105.62,0.0,105.62,2025-12-07 11:26:18
253,14,5,6,in_store,completed,376.98,0.0,376.98,2026-03-09 12:18:31
254,14,5,6,in_store,completed,273.21,0.0,273.21,2025-05-19 16:25:50
255,14,5,6,in_store,completed,958.11,0.0,958.11,2026-01-14 11:18:23
256,14,5,6,in_store,refunded,265.95,0.0,265.95,2025-03-04 18:43:29
257,14,5,6,in_store,completed,44.1,0.0,44.1,2025-06-12 16:17:02
258,14,5,6,in_store,completed,844.59,0.0,844.59,2025-08-22 13:21:06
259,14,1,7,online,completed,643.71,0.0,643.71,2025-11-30 09:05:03
260,14,5,6,phone,completed,111.06,0.0,111.06,2025-03-13 18:57:04
261,14,5,6,online,refunded,87.35,0.0,87.35,2025-08-01 19:34:52
262,14,5,6,online,completed,716.69,0.0,716.69,2025-02-26 09:37:50
263,14,5,6,in_store,completed,343.7,0.0,343.7,2025-08-29 15:26:49
264,14,5,6,app,completed,639.51,0.0,639.51,2025-08-03 13:51:03
265,15,3,10,in_store,completed,65.2,0.0,65.2,2025-03-07 20:40:04
266,15,2,3,in_store,completed,221.1,0.0,221.1,2025-03-06 20:10:16
267,15,3,4,in_store,completed,513.61,0.0,513.61,2025-11-11 18:17:33
268,15,3,4,in_store,completed,808.38,0.0,808.38,2026-03-29 21:22:20
269,15,1,2,in_store,completed,72.27,0.0,72.27,2026-02-11 09:56:29
270,15,2,9,in_store,completed,855.31,0.0,855.31,2025-07-23 13:31:10
271,15,3,10,online,completed,419.5,0.0,419.5,2026-01-17 19:34:43
272,15,3,10,online,completed,376.24,0.0,376.24,2025-06-25 19:07:18
273,15,2,9,in_store,completed,86.43,0.0,86.43,2025-02-18 20:42:03
274,15,3,10,in_store,completed,62.95,0.0,62.95,2025-06-27 16:21:44
275,15,5,6,online,completed,116.91,0.0,116.91,2025-04-10 19:56:54
276,15,3,4,in_store,completed,737.98,0.0,737.98,2026-02-04 11:31:00
277,15,3,4,in_store,completed,683.55,0.0,683.55,2025-11-13 16:43:26
278,15,3,4,app,completed,186.6,0.0,186.6,2026-01-05 18:00:49
279,15,3,4,online,completed,62.52,0.0,62.52,2026-01-11 11:08:42
280,15,2,9,online,completed,388.06,0.0,388.06,2025-07-20 10:35:51
281,15,3,10,in_store,completed,279.36,0.0,279.36,2025-12-11 10:35:24
282,15,3,10,online,completed,251.82,0.0,251.82,2025-02-22 20:56:22
283,15,3,10,app,completed,735.38,0.0,735.38,2025-02-06 15:13:42
284,16,4,5,in_store,completed,180.97,0.0,180.97,2026-01-24 19:37:09
285,16,4,5,in_store,cancelled,347.03,0.0,347.03,2025-08-04 13:09:14
286,16,2,9,online,completed,126.11,0.0,126.11,2025-02-21 18:59:36
287,16,2,9,online,completed,1251.42,0.0,1251.42,2026-02-04 10:07:40
288,17,2,9,online,completed,854.55,0.0,854.55,2025-12-11 19:41:07
289,17,1,2,in_store,completed,330.76,0.0,330.76,2025-04-21 13:30:30
290,17,3,4,online,completed,538.05,0.0,538.05,2025-06-30 13:38:21
291,17,2,9,online,completed,480.85,0.0,480.85,2025-10-13 21:10:30
292,18,3,4,online,completed,577.6,0.0,577.6,2025-06-06 13:55:57
293,18,3,4,online,completed,414.47,0.0,414.47,2026-01-22 21:02:04
294,18,3,4,online,completed,939.73,0.0,939.73,2026-01-23 12:40:59
295,18,3,4,in_store,completed,350.02,0.0,350.02,2025-09-30 17:23:26
296,19,1,8,in_store,completed,328.54,0.0,328.54,2025-09-11 11:59:46
297,19,1,8,app,completed,475.37,0.0,475.37,2025-05-05 19:29:25
298,19,4,5,in_store,completed,780.07,0.0,780.07,2026-01-18 13:35:18
299,19,2,3,app,completed,374.05,0.0,374.05,2025-06-14 17:32:46
300,19,1,8,online,completed,375.8,0.0,375.8,2026-02-28 18:07:41
301,19,1,2,online,completed,48.06,0.0,48.06,2025-08-12 19:12:08
302,19,4,5,app,completed,448.78,0.0,448.78,2026-03-21 18:44:42
303,19,1,7,app,completed,178.68,0.0,178.68,2026-01-27 19:39:45
304,20,5,6,app,completed,215.78,0.0,215.78,2026-02-13 09:57:23
305,20,5,6,online,completed,68.94,0.0,68.94,2025-03-03 19:58:55
306,20,5,6,app,completed,395.8,0.0,395.8,2025-05-08 14:19:38
307,,5,6,in_store,completed,366.28,0.0,366.28,2025-07-26 12:04:20
308,20,5,6,in_store,completed,631.33,0.0,631.33,2025-05-10 10:10:00
309,21,5,6,phone,completed,224.17,0.0,224.17,2025-05-12 10:37:40
310,21,5,6,phone,cancelled,280.15,0.0,280.15,2025-01-07 13:03:12
311,21,4,5,in_store,completed,85.32,0.0,85.32,2025-04-04 14:14:45
312,21,4,5,online,completed,346.68,0.0,346.68,2025-08-14 18:01:31
313,,1,7,online,completed,354.57,0.0,354.57,2026-02-18 11:21:28
314,21,4,5,in_store,completed,390.99,0.0,390.99,2026-04-06 15:27:09
315,22,5,6,in_store,completed,161.7,0.0,161.7,2025-02-03 09:38:42
316,22,2,3,online,completed,181.35,0.0,181.35,2025-09-03 18:14:09
317,22,2,3,in_store,completed,320.82,0.0,320.82,2025-09-25 15:35:25
318,22,2,9,app,completed,181.35,0.0,181.35,2025-02-12 16:50:50
319,22,2,9,app,completed,35.71,0.0,35.71,2025-09-12 11:38:55
320,22,2,3,online,completed,451.2,0.0,451.2,2025-10-28 12:02:59
321,23,1,7,online,completed,601.35,0.0,601.35,2026-02-27 10:15:57
322,23,1,2,online,completed,430.62,0.0,430.62,2025-08-23 18:00:33
323,23,1,8,online,completed,73.44,0.0,73.44,2025-07-15 12:19:12
324,23,3,4,app,completed,527.61,0.0,527.61,2025-04-01 19:11:50
325,23,1,8,online,completed,403.69,0.0,403.69,2025-08-05 15:09:48
326,23,1,7,in_store,completed,508.15,38.66,469.49,2026-04-07 19:14:59
327,23,1,2,in_store,completed,1025.21,0.0,1025.21,2025-11-23 20:50:39
328,24,4,5,app,completed,38.76,0.0,38.76,2025-05-26 11:35:08
329,24,4,5,in_store,completed,147.0,0.0,147.0,2025-09-12 20:54:30
330,24,4,5,online,completed,485.37,0.0,485.37,2025-08-12 13:18:26
331,24,4,5,online,completed,264.07,0.0,264.07,2025-06-12 16:16:50
332,24,1,7,app,completed,69.78,13.96,55.82,2025-07-20 19:17:23
333,25,4,5,in_store,completed,157.5,0.0,157.5,2025-08-13 17:11:19
334,25,4,5,phone,completed,45.48,0.0,45.48,2025-03-15 10:03:04
335,25,4,5,online,completed,493.82,0.0,493.82,2025-01-09 09:28:50
336,25,4,5,online,completed,362.66,0.0,362.66,2025-01-30 17:22:45
337,25,4,5,in_store,completed,487.9,13.04,474.86,2025-07-17 16:09:02
338,26,2,3,online,completed,468.93,0.0,468.93,2025-05-27 16:48:26
339,26,2,9,app,completed,204.12,0.0,204.12,2025-10-05 15:23:28
340,26,2,9,app,completed,809.91,0.0,809.91,2025-08-16 12:17:28
341,26,2,9,in_store,completed,678.12,0.0,678.12,2025-04-08 10:13:55
342,26,2,9,app,completed,37.02,0.0,37.02,2025-06-03 14:42:09
343,27,4,5,online,completed,61.04,0.0,61.04,2025-09-22 18:22:18
344,27,4,5,app,completed,333.32,0.0,333.32,2026-01-17 16:06:10
345,27,4,5,online,completed,76.34,0.0,76.34,2026-01-26 09:13:14
346,27,1,7,online,completed,335.78,0.0,335.78,2025-06-19 18:31:54
347,28,4,5,in_store,completed,239.13,0.0,239.13,2026-03-01 11:53:56
348,28,2,9,in_store,completed,215.02,0.0,215.02,2025-08-01 20:22:02
349,28,4,5,in_store,completed,230.58,15.21,215.37,2026-04-08 15:07:37
350,28,4,5,online,completed,695.42,0.0,695.42,2025-03-29 10:43:13
351,28,4,5,in_store,completed,259.74,0.0,259.74,2025-04-01 18:41:11
352,29,4,5,in_store,completed,240.16,0.0,240.16,2026-04-02 16:29:17
353,29,1,7,in_store,completed,543.6,0.0,543.6,2025-11-29 19:57:11
354,29,4,5,in_store,completed,240.96,0.0,240.96,2025-06-20 15:32:29
355,29,4,5,in_store,completed,765.54,0.0,765.54,2025-07-18 14:27:59
356,,4,5,in_store,completed,194.46,0.0,194.46,2025-04-09 10:22:35
357,29,4,5,app,completed,28.41,0.0,28.41,2025-06-13 11:37:43
