inventory_id,store_id,product_id,size,color,quantity_on_hand,quantity_reserved,reorder_level,reorder_quantity,last_restocked_at
176,1,11,40,Pink,32,0,5,20,2025-09-11 10:00:00
177,4,12,38,White,27,0,5,20,2025-12-05 10:00:00
178,4,12,38,Pink,37,0,5,20,2025-01-18 10:00:00
179,4,12,40,White,34,0,5,20,2025-07-18 10:00:00
180,4,12,40,Pink,16,0,5,20,2025-07-08 10:00:00
181,5,12,38,White,24,0,5,20,2025-04-11 10:00:00
182,5,12,38,Pink,13,0,5,20,2025-08-28 10:00:00
183,5,12,40,White,31,0,5,20,2025-02-18 10:00:00
184,5,12,40,Pink,20,0,5,20,2025-01-09 10:00:00
185,1,12,38,White,32,0,5,20,2025-11-20 10:00:00
186,1,12,38,Pink,10,0,5,20,2025-02-07 10:00:00
187,1,12,40,White,21,0,5,20,2025-08-07 10:00:00
188,1,12,40,Pink,29,0,5,20,2025-05-01 10:00:00
189,2,12,38,White,21,0,5,20,2025-04-24 10:00:00
190,2,12,38,Pink,15,0,5,20,2025-12-25 10:00:00
191,2,12,40,White,38,0,5,20,2025-04-23 10:00:00
192,2,12,40,Pink,21,0,5,20,2025-07-08 10:00:00
193,3,12,38,White,28,0,5,20,2025-05-13 10:00:00
194,3,12,38,Pink,37,0,5,20,2025-09-21 10:00:00
195,3,12,40,White,30,0,5,20,2025-05-09 10:00:00
196,3,12,40,Pink,31,0,5,20,2025-09-16 10:00:00
197,1,13,39,Mint,22,0,5,20,2025-12-05 10:00:00
198,1,13,39,Pink,9,0,5,20,2025-05-18 10:00:00
199,1,13,41,Mint,34,0,5,20,2025-05-05 10:00:00
200,1,13,41,Pink,20,0,5,20,2025-06-08 10:00:00
201,4,13,39,Mint,32,0,5,20,2025-10-27 10:00:00
202,4,13,39,Pink,23,0,5,20,2025-08-18 10:00:00
203,4,13,41,Mint,29,0,5,20,2025-05-25 10:00:00
204,4,13,41,Pink,39,0,5,20,2025-12-21 10:00:00
205,2,13,39,Mint,39,0,5,20,2025-08-06 10:00:00
206,2,13,39,Pink,30,0,5,20,2025-03-05 10:00:00
207,2,13,41,Mint,39,0,5,20,2025-03-18 10:00:00
208,2,13,41,Pink,11,0,5,20,2025-09-02 10:00:00
209,5,13,39,Mint,12,0,5,20,2025-11-02 10:00:00
210,5,13,39,Pink,8,0,5,20,2025-07-05 10:00:00
211,5,13,41,Mint,22,0,5,20,2025-02-23 10:00:00
212,5,13,41,Pink,17,0,5,20,2025-01-07 10:00:00
213,4,14,37,Mint,9,0,5,20,2025-09-24 10:00:00
214,4,14,37,Pink,25,0,5,20,2025-09-10 10:00:00
215,4,14,41,Mint,9,0,5,20,2025-09-27 10:00:00
216,4,14,41,Pink,35,0,5,20,2025-03-04 10:00:00
217,3,14,37,Mint,14,0,5,20,2025-09-05 10:00:00
218,3,14,37,Pink,23,0,5,20,2025-04-20 10:00:00
219,3,14,41,Mint,24,0,5,20,2025-06-09 10:00:00
220,3,14,41,Pink,33,0,5,20,2025-02-12 10:00:00
221,1,14,37,Mint,33,0,5,20,2025-08-19 10:00:00
222,1,14,37,Pink,23,0,5,20,2025-12-08 10:00:00
223,1,14,41,Mint,27,0,5,20,2025-11-27 10:00:00
224,1,14,41,Pink,13,0,5,20,2025-11-28 10:00:00
225,2,14,37,Mint,10,0,5,20,2025-02-13 10:00:00
226,2,14,37,Pink,32,0,5,20,2025-07-18 10:00:00
227,2,14,41,Mint,38,0,5,20,2025-01-21 10:00:00
228,2,14,41,Pink,8,0,5,20,2025-12-06 10:00:00
229,5,14,37,Mint,13,0,5,20,2025-08-28 10:00:00
230,5,14,37,Pink,35,0,5,20,2025-11-26 10:00:00
231,5,14,41,Mint,29,0,5,20,2025-10-28 10:00:00
232,5,14,41,Pink,14,0,5,20,2025-09-02 10:00:00
233,2,15,37,Coral,10,0,5,20,2025-03-28 10:00:00
234,2,15,37,Mint,28,0,5,20,2025-01-07 10:00:00
235,2,15,41,Coral,17,0,5,20,2025-12-27 10:00:00
236,2,15,41,Mint,33,0,5,20,2025-02-10 10:00:00
237,4,15,37,Coral,18,0,5,20,2025-10-08 10:00:00
238,4,15,37,Mint,32,0,5,20,2025-11-18 10:00:00
239,4,15,41,Coral,29,0,5,20,2025-07-25 10:00:00
240,4,15,41,Mint,16,0,5,20,2025-12-24 10:00:00
241,5,15,37,Coral,13,0,5,20,2025-09-24 10:00:00
242,5,15,37,Mint,30,0,5,20,2025-01-04 10:00:00
243,5,15,41,Coral,35,0,5,20,2025-04-27 10:00:00
244,5,15,41,Mint,12,0,5,20,2025-06-20 10:00:00
245,5,16,40,White,32,0,5,20,2025-07-06 10:00:00
246,5,16,40,Mint,32,0,5,20,2025-02-25 10:00:00
247,5,16,41,White,26,0,5,20,2025-04-23 10:00:00
248,5,16,41,Mint,12,0,5,20,2025-02-09 10:00:00
249,4,16,40,White,17,0,5,20,2025-07-23 10:00:00
250,4,16,40,Mint,17,0,5,20,2025-12-13 10:00:00
251,4,16,41,White,28,0,5,20,2025-06-04 10:00:00
252,4,16,41,Mint,13,0,5,20,2025-01-10 10:00:00
253,2,16,40,White,36,0,5,20,2025-06-25 10:00:00
254,2,16,40,Mint,25,0,5,20,2025-02-05 10:00:00
255,2,16,41,White,13,0,5,20,2025-03-14 10:00:00
256,2,16,41,Mint,36,0,5,20,2025-09-18 10:00:00
257,1,16,40,White,40,0,5,20,2025-07-04 10:00:00
258,1,16,40,Mint,9,0,5,20,2025-02-12 10:00:00
259,1,16,41,White,13,0,5,20,2025-10-20 10:00:00
260,1,16,41,Mint,28,0,5,20,2025-07-01 10:00:00
261,3,16,40,White,26,0,5,20,2025-07-13 10:00:00
262,3,16,40,Mint,13,0,5,20,2025-12-18 10:00:00
263,3,16,41,White,23,0,5,20,2025-10-17 10:00:00
264,3,16,41,Mint,18,0,5,20,2025-11-13 10:00:00
265,2,17,41,Black,18,0,5,20,2025-07-09 10:00:00
266,2,17,41,White,34,0,5,20,2025-05-16 10:00:00
267,2,17,40,Black,12,0,5,20,2025-06-09 10:00:00
268,2,17,40,White,23,0,5,20,2025-12-21 10:00:00
269,3,17,41,Black,39,0,5,20,2025-10-20 10:00:00
270,3,17,41,White,20,0,5,20,2025-08-04 10:00:00
271,3,17,40,Black,16,0,5,20,2025-05-01 10:00:00
272,3,17,40,White,33,0,5,20,2025-06-27 10:00:00
273,5,17,41,Black,32,0,5,20,2025-06-15 10:00:00
274,5,17,41,White,29,0,5,20,2025-07-27 10:00:00
275,5,17,40,Black,16,0,5,20,2025-05-11 10:00:00
276,5,17,40,White,20,0,5,20,2025-08-11 10:00:00
277,4,18,44,Black,32,0,5,20,2025-05-27 10:00:00
278,4,18,44,Olive,33,0,5,20,2025-06-04 10:00:00
279,4,18,41,Black,20,0,5,20,2025-10-18 10:00:00
280,4,18,41,Olive,19,0,5,20,2025-11-25 10:00:00
281,3,18,44,Black,9,0,5,20,2025-12-15 10:00:00
282,3,18,44,Olive,21,0,5,20,2025-08-26 10:00:00
283,3,18,41,Black,26,0,5,20,2025-12-03 10:00:00
284,3,18,41,Olive,34,0,5,20,2025-11-16 10:00:00
285,2,18,44,Black,16,0,5,20,2025-11-10 10:00:00
286,2,18,44,Olive,23,0,5,20,2025-05-22 10:00:00
287,2,18,41,Black,17,0,5,20,2025-12-14 10:00:00
288,2,18,41,Olive,32,0,5,20,2025-02-15 10:00:00
289,4,19,42,White,23,0,5,20,2025-11-22 10:00:00
290,4,19,42,Olive,30,0,5,20,2025-03-21 10:00:00
291,4,19,44,White,10,0,5,20,2025-10-21 10:00:00
292,4,19,44,Olive,33,0,5,20,2025-06-26 10:00:00
293,5,19,42,White,35,0,5,20,2025-02-01 10:00:00
294,5,19,42,Olive,14,0,5,20,2025-05-08 10:00:00
295,5,19,44,White,40,0,5,20,2025-12-17 10:00:00
296,5,19,44,Olive,22,0,5,20,2025-08-12 10:00:00
297,3,19,42,White,33,0,5,20,2025-08-25 10:00:00
298,3,19,42,Olive,40,0,5,20,2025-03-12 10:00:00
299,3,19,44,White,9,0,5,20,2025-08-04 10:00:00
300,3,19,44,Olive,26,0,5,20,2025-07-03 10:00:00
301,2,19,42,White,15,0,5,20,2025-12-05 10:00:00
302,2,19,42,Olive,30,0,5,20,2025-05-11 10:00:00
303,2,19,44,White,37,0,5,20,2025-04-17 10:00:00
304,2,19,44,Olive,38,0,5,20,2025-06-16 10:00:00
305,1,19,42,White,14,0,5,20,2025-08-24 10:00:00
306,1,19,42,Olive,36,0,5,20,2025-06-03 10:00:00
307,1,19,44,White,27,0,5,20,2025-01-26 10:00:00
308,1,19,44,Olive,15,0,5,20,2025-01-28 10:00:00
309,1,20,39,Black,35,0,5,20,2025-08-08 10:00:00
310,1,20,39,Olive,33,0,5,20,2025-11-06 10:00:00
311,1,20,41,Black,19,0,5,20,2025-11-22 10:00:00
312,1,20,41,Olive,35,0,5,20,2025-07-01 10:00:00
313,2,20,39,Black,20,0,5,20,2025-08-19 10:00:00
314,2,20,39,Olive,35,0,5,20,2025-07-01 10:00:00
315,2,20,41,Black,21,0,5,20,2025-04-09 10:00:00
316,2,20,41,Olive,12,0,5,20,2025-10-04 10:00:00
317,3,20,39,Black,19,0,5,20,2025-06-11 10:00:00
318,3,20,39,Olive,20,0,5,20,2025-08-04 10:00:00
319,3,20,41,Black,24,0,5,20,2025-11-28 10:00:00
320,3,20,41,Olive,39,0,5,20,2025-09-21 10:00:00
321,5,20,39,Black,28,0,5,20,2025-10-13 10:00:00
322,5,20,39,Olive,33,0,5,20,2025-10-04 10:00:00
323,5,20,41,Black,30,0,5,20,2025-06-28 10:00:00
324,5,20,41,Olive,37,0,5,20,2025-10-06 10:00:00
325,3,21,38,Beige,19,0,5,20,2025-06-23 10:00:00
326,3,21,38,White,17,0,5,20,2025-09-13 10:00:00
327,3,21,44,Beige,34,0,5,20,2025-10-05 10:00:00
328,3,21,44,White,32,0,5,20,2025-07-06 10:00:00
329,1,21,38,Beige,39,0,5,20,2025-11-18 10:00:00
330,1,21,38,White,19,0,5,20,2025-09-06 10:00:00
331,1,21,44,Beige,39,0,5,20,2025-05-05 10:00:00
332,1,21,44,White,19,0,5,20,2025-06-27 10:00:00
333,5,21,38,Beige,36,0,5,20,2025-10-02 10:00:00
334,5,21,38,White,30,0,5,20,2025-01-16 10:00:00
335,5,21,44,Beige,16,0,5,20,2025-04-27 10:00:00
336,5,21,44,White,32,0,5,20,2025-09-17 10:00:00
337,4,21,38,Beige,39,0,5,20,2025-07-22 10:00:00
338,4,21,38,White,39,0,5,20,2025-07-23 10:00:00
339,4,21,44,Beige,36,0,5,20,2025-08-06 10:00:00
340,4,21,44,White,13,0,5,20,2025-10-01 10:00:00
341,2,21,38,Beige,22,0,5,20,2025-05-02 10:00:00
342,2,21,38,White,25,0,5,20,2025-04-18 10:00:00
343,2,21,44,Beige,26,0,5,20,2025-03-25 10:00:00
344,2,21,44,White,37,0,5,20,2025-10-24 10:00:00
345,5,22,41,Beige,10,0,5,20,2025-12-15 10:00:00
346,5,22,41,Olive,21,0,5,20,2025-07-04 10:00:00
347,5,22,43,Beige,23,0,5,20,2025-05-28 10:00:00
348,5,22,43,Olive,10,0,5,20,2025-08-09 10:00:00
349,1,22,41,Beige,30,0,5,20,2025-02-15 10:00:00
350,1,22,41,Olive,15,0,5,20,2025-04-07 10:00:00
351,1,22,43,Beige,30,0,5,20,2025-12-20 10:00:00
352,1,22,43,Olive,35,0,5,20,2025-03-20 10:00:00
353,3,22,41,Beige,16,0,5,20,2025-04-27 10:00:00
354,3,22,41,Olive,21,0,5,20,2025-01-19 10:00:00
355,3,22,43,Beige,30,0,5,20,2025-09-09 10:00:00
356,3,22,43,Olive,18,0,5,20,2025-06-23 10:00:00
357,4,22,41,Beige,26,0,5,20,2025-05-19 10:00:00
358,4,22,41,Olive,25,0,5,20,2025-09-22 10:00:00
359,4,22,43,Beige,14,0,5,20,2025-03-25 10:00:00
360,4,22,43,Olive,34,0,5,20,2025-01-09 10:00:00
361,2,23,40,Olive,17,0,5,20,2025-10-21 10:00:00
362,2,23,40,Black,25,0,5,20,2025-11-14 10:00:00
363,2,23,43,Olive,32,0,5,20,2025-08-03 10:00:00
364,2,23,43,Black,13,0,5,20,2025-07-17 10:00:00
365,5,23,40,Olive,25,0,5,20,2025-12-12 10:00:00
366,5,23,40,Black,37,0,5,20,2025-08-11 10:00:00
367,5,23,43,Olive,8,0,5,20,2025-12-03 10:00:00
368,5,23,43,Black,37,0,5,20,2025-11-22 10:00:00
369,1,23,40,Olive,30,0,5,20,2025-02-26 10:00:00
370,1,23,40,Black,33,0,5,20,2025-04-14 10:00:00
371,1,23,43,Olive,21,0,5,20,2025-08-09 10:00:00
372,1,23,43,Black,28,0,5,20,2025-05-11 10:00:00
373,3,23,40,Olive,16,0,5,20,2025-10-28 10:00:00
374,3,23,40,Black,39,0,5,20,2025-06-22 10:00:00
375,3,23,43,Olive,11,0,5,20,2025-01-04 10:00:00
376,3,23,43,Black,37,0,5,20,2025-01-04 10:00:00
377,4,23,40,Olive,18,0,5,20,2025-08-15 10:00:00
378,4,23,40,Black,8,0,5,20,2025-07-07 10:00:00
379,4,23,43,Olive,16,0,5,20,2025-11-10 10:00:00
380,4,23,43,Black,18,0,5,20,2025-05-03 10:00:00
381,3,24,37,Beige,22,0,5,20,2025-07-21 10:00:00
382,3,24,37,Olive,13,0,5,20,2025-12-04 10:00:00
383,3,24,40,Beige,8,0,5,20,2025-04-16 10:00:00
384,3,24,40,Olive,12,0,5,20,2025-03-19 10:00:00
385,5,24,37,Beige,22,0,5,20,2025-09-22 10:00:00
386,5,24,37,Olive,36,0,5,20,2025-01-01 10:00:00
387,5,24,40,Beige,29,0,5,20,2025-02-28 10:00:00
388,5,24,40,Olive,35,0,5,20,2025-12-05 10:00:00
389,1,24,37,Beige,38,0,5,20,2025-02-08 10:00:00
390,1,24,37,Olive,32,0,5,20,2025-02-24 10:00:00
391,1,24,40,Beige,14,0,5,20,2025-02-11 10:00:00
392,1,24,40,Olive,31,0,5,20,2025-05-05 10:00:00
393,2,24,37,Beige,32,0,5,20,2025-03-21 10:00:00
394,2,24,37,Olive,17,0,5,20,2025-02-17 10:00:00
395,2,24,40,Beige,8,0,5,20,2025-10-21 10:00:00
396,2,24,40,Olive,18,0,5,20,2025-08-12 10:00:00
397,4,24,37,Beige,21,0,5,20,2025-11-24 10:00:00
398,4,24,37,Olive,17,0,5,20,2025-07-20 10:00:00
399,4,24,40,Beige,36,0,5,20,2025-04-03 10:00:00
400,4,24,40,Olive,14,0,5,20,2025-03-25 10:00:00
401,5,25,44,Black,25,0,5,20,2025-11-03 10:00:00
402,5,25,44,Tan,23,0,5,20,2025-09-20 10:00:00
403,5,25,43,Black,26,0,5,20,2025-12-01 10:00:00
404,5,25,43,Tan,27,0,5,20,2025-04-17 10:00:00
405,4,25,44,Black,40,0,5,20,2025-04-24 10:00:00
406,4,25,44,Tan,33,0,5,20,2025-05-21 10:00:00
407,4,25,43,Black,11,0,5,20,2025-04-16 10:00:00
408,4,25,43,Tan,32,0,5,20,2025-02-08 10:00:00
409,2,25,44,Black,39,0,5,20,2025-11-20 10:00:00
410,2,25,44,Tan,12,0,5,20,2025-09-01 10:00:00
411,2,25,43,Black,31,0,5,20,2025-06-05 10:00:00
412,2,25,43,Tan,32,0,5,20,2025-10-14 10:00:00
413,5,26,41,Black,21,0,5,20,2025-01-02 10:00:00
414,5,26,41,Brown,33,0,5,20,2025-09-10 10:00:00
415,5,26,45,Black,40,0,5,20,2025-07-14 10:00:00
416,5,26,45,Brown,33,0,5,20,2025-02-21 10:00:00
417,2,26,41,Black,17,0,5,20,2025-05-03 10:00:00
418,2,26,41,Brown,27,0,5,20,2025-02-17 10:00:00
419,2,26,45,Black,21,0,5,20,2025-03-18 10:00:00
420,2,26,45,Brown,28,0,5,20,2025-07-19 10:00:00
421,4,26,41,Black,12,0,5,20,2025-05-23 10:00:00
422,4,26,41,Brown,35,0,5,20,2025-12-28 10:00:00
423,4,26,45,Black,23,0,5,20,2025-01-08 10:00:00
424,4,26,45,Brown,13,0,5,20,2025-07-04 10:00:00
425,1,26,41,Black,37,0,5,20,2025-10-20 10:00:00
